pulled_at,seendate,title,url,domain,sourcecountry,language,query_bucket,mentioned_countries,relevance_note
2026-09-09T13:12:33Z,20260909T110000Z,AI infrastructure bets drive venture debt toward record levels,https://finance.yahoo.com/technology/ai/articles/ai-infrastructure-bets-drive-venture-101428462.html,finance.yahoo.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Leeward Financial Partners LLC Lowers Stock Holdings in Meta Platforms , Inc . $META",https://www.dailypolitical.com/2026/09/09/leeward-financial-partners-llc-lowers-stock-holdings-in-meta-platforms-inc-meta.html,dailypolitical.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,UK Data Centre Planning and Capacity : What the Evidence Actually Shows in 2026,https://www.dailyexcelsior.com/uk-data-centre-planning-and-capacity-what-the-evidence-actually-shows-in-2026/,dailyexcelsior.com,India,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Most Data Center Bans Are in Metro Areas , Despite More Facilities Heading for Rural Areas",https://dailyyonder.com/most-data-center-bans-are-in-metro-areas-despite-more-facilities-heading-for-rural-areas/2026/09/09/,dailyyonder.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,谷歌计划在芬兰投入130亿欧元用于AI设施 为其在欧洲最大单笔投资,https://finance.sina.com.cn/roll/2026-09-09/doc-inirfqcu3713938.shtml,finance.sina.com.cn,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,Performa Ltd US LLC Has $137 . 22 Million Stock Position in Vanguard S & P 500 ETF $VOO,https://www.tickerreport.com/banking-finance/13577999/performa-ltd-us-llc-has-137-22-million-stock-position-in-vanguard-sp-500-etf-voo.html,tickerreport.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Russell Investments Group Ltd . Buys 141 , 195 Shares of Meta Platforms , Inc . $META",https://www.tickerreport.com/banking-finance/13578000/russell-investments-group-ltd-buys-141195-shares-of-meta-platforms-inc-meta.html,tickerreport.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,直击科创板人工智能行业集体业绩会 ： 算力基建带动硬件进入增长周期 模型 、 应用商业化仍待破局,https://finance.sina.com.cn/jjxw/2026-09-09/doc-inirfqcu8546742.shtml,finance.sina.com.cn,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,600亿美元 ！ AWS携手高通 ： 定制AI推理芯片+1 . 6T光互联 ！ ,https://www.163.com/dy/article/L6DG4EQA0511838M.html,163.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Google investuje vo Fínsku 13 miliárd eur do AI infraštruktúry , pôjde o rekord v Európe",https://hnonline.sk/finweb/zahranicna-ekonomika/96301345-google-investuje-vo-finsku-13-miliard-eur-do-ai-infrastruktury-pojde-o-rekord-v-europe,hnonline.sk,Slovak Republic,Slovak,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Glass Wall Systems India Public Issue : Façade Specialist ₹427 . 89 Crore Offer Price Band , Lot Size , Fresh Capital Plans and the September 2026 Listing Timeline",https://www.dailyexcelsior.com/glass-wall-systems-india-public-issue-facade-specialists-%E2%82%B9427-89-crore-offer-price-band-lot-size-fresh-capital-plans-and-the-september-2026-listing-timeline/,dailyexcelsior.com,India,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,鄭麗文 ： 核電是最可靠選項 穩定物價解決產業供電 | 政治,https://www.cna.com.tw/news/aipl/202609090237.aspx,cna.com.tw,Taiwan,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,Google announces €13bn additional investment in Finland,https://yle.fi/a/74-20245301,yle.fi,Finland,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,Head to Head Analysis : Accenture ( NYSE : ACN ) vs . DigitalOcean ( NYSE : DOCN ) ,https://www.dailypolitical.com/2026/09/09/head-to-head-analysis-accenture-nyseacn-vs-digitalocean-nysedocn.html,dailypolitical.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,Old Mission Investment Co LLC Takes $3 . 13 Million Position in Alphabet Inc . $GOOG,https://www.dailypolitical.com/2026/09/09/old-mission-investment-co-llc-takes-3-13-million-position-in-alphabet-inc-goog.html,dailypolitical.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"一個月營收1 , 443億 、 半年EPS 156元 ， 緯穎到底在賣什麼這麼賺 ？ ",https://n.yam.com/Article/20260909335192,n.yam.com,Taiwan,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,小摩 ： 重申三花智控 ( 02050 ) 增持  评级 目标价下调至38港元 _ 市场分析 _ 港股 _ 中金在线,http://hkstock.cnfol.com/shichangfenxi/20260909/32364880.shtml,hkstock.cnfol.com,China,Chinese,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,"Prospect Financial Services LLC Decreases Holdings in Meta Platforms , Inc . $META",https://www.dailypolitical.com/2026/09/09/prospect-financial-services-llc-decreases-holdings-in-meta-platforms-inc-meta.html,dailypolitical.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
2026-09-09T13:12:33Z,20260909T110000Z,Top Large Cap Stocks To Consider – September 8th,https://www.tickerreport.com/banking-finance/13577994/top-large-cap-stocks-to-consider-september-8th.html,tickerreport.com,United States,English,data_centre_investment,,"Data-centre investment story with no emerging-market country named in the title (may still be a mature-market story, e.g. US/EU)."
